Title,Price,URL
Havit  RGB Speakers SK205 6 Months Warranty,"Sale priceRs.2,999.00 PKR",https://saamaan.pk/products/havit-rgb-speakers-sk205
Havit Gaming Mouse MS1023 6 Months Warranty,"Sale priceRs.3,250.00 PKR",https://saamaan.pk/products/havit-gaming-mouse-ms1023
Havit RGB Speakers SK202 6 Months Warranty,"Sale priceRs.2,999.00 PKR",https://saamaan.pk/products/havit-rgb-speakers-sk202
Havit Gaming Headphones H662d 6 Months Warranty,"Sale priceRs.5,999.00 PKR",https://saamaan.pk/products/havit-gaming-headphones-h662d
"Baseus Foldable Sleeve Case MacBook - 13"" & 16""",N/A,https://saamaan.pk/products/baseus-foldable-sleeve-case-macbook-air-pro-16
Speed-X Technologies P9 Bluetooth Headset,"Sale priceRs.2,499.00 PKR",https://saamaan.pk/products/speed-x-technologies-p9-bluetooth-headset-black
Alfa Wireless N Adapter 150Mbps W102,Sale priceRs.699.00 PKR,https://saamaan.pk/products/w102-alfa-wireless-n-adapter-150mbps-original
Speed-X 5-Antenna 1080P Full HD Wireless Security Camera with Color Night Vision,"Sale priceRs.4,299.00 PKR",https://saamaan.pk/products/new-speed-x-5-antenna-ca-q5-5-night-vision-camera-2mp-1080p-full-hd-with-pixlink-app
"Speed-X 603PU Universal Power Strip – 3 AC Outlets, 4 USB & 1 Type-C Fast Charging","Sale priceRs.2,699.00 PKR",https://saamaan.pk/products/speed-x-603pu-power-universal-travel-3socket-3usb-2type-c-cabel-length-2m
Joyroom Flash-Charge Series 3A Fast Charging Data Cable Lightning,Sale priceRs.899.00 PKR,https://saamaan.pk/products/sa26-al3-flash-charge-series-3a-fast-charging-data-cable-lightning-1-2m
YOUKSH Apple iPhone 12 Mini Transparent Case | Soft Shock Proof Jelly Cover,N/A,https://saamaan.pk/products/copy-of-copy-of-copy-of-apple-iphone-11-pro-max-soft-shock-proof-jelly-cover-transparent
Baseus Super Mini Inflator Pump,"Sale priceRs.9,499.00 PKR",https://saamaan.pk/products/baseus-super-mini-inflator-pump
Baseus Magnetic Bracket Wireless 10000mAh 20W Fast Charge Power Bank,N/A,https://saamaan.pk/products/with-baseus-xiaobai-series-fast-charging-cable-type-c-to-type-c-60w20v-3a-50cm
Havit Gaming Mouse MS1001 6 Months Warranty,"Sale priceRs.2,350.00 PKR",https://saamaan.pk/products/havit-gaming-mouse-ms1005-6-months-warranty
realme Tote Bag,"Sale priceRs.3,500.00 PKR",https://saamaan.pk/products/realme-tote-bag-coming-soon
Moxom 3Meter  10 feet Lengthen Speed Cable- Android,N/A,https://saamaan.pk/products/moxom-3meter-10-feet-lengthen-speed-cable-android
Havit Gaming Mouse MS1011 6 Months Warranty,"Sale priceRs.2,900.00 PKR",https://saamaan.pk/products/havit-gaming-mouse-ms1011
Baseus Rain Wing wiper repairer,"Sale priceRs.3,499.00 PKR",https://saamaan.pk/products/baseus-rain-wing-wiper-repairer
"Speed-X 504PU Premium Portable Power Strip – 5 Sockets, 2 USB & 2 Type-C","Sale priceRs.2,699.00 PKR",https://saamaan.pk/products/speed-x-504pu-premium-portable-power-strip-5socket-2usb-port-2-type-c-usb-cabel-length-2m
"Speed-X 303PUC Premium Portable Power Strip – 3 Sockets, 3 USB Ports & 1 Type-C Port","Sale priceRs.2,150.00 PKR",https://saamaan.pk/products/speed-x-303puc-premium-portable-power-strip-3-sockets-3-usb-ports-1-type-c-port
Faxite Y50 50000mah 22.5W Fast Charging Portable Power Bank With LED Light,"Sale priceRs.9,999.00 PKR",https://saamaan.pk/products/faxite-y50-50000mah-22-5w-fast-charging-portable-power-bank-with-led-light
Baseus Bipow 20W 30000mAh Digital Display Power Bank,N/A,https://saamaan.pk/products/baseus-bipow-digital-display-power-bank-30000mah-20w-black
Haino Teko Game Buds 2,N/A,https://saamaan.pk/products/haino-teko-game-buds-2
Ronin R-01 Smart Watch,"Sale priceRs.8,999.00 PKR",https://saamaan.pk/products/ronin-r-01-smart-watch
PlayStation VR2,"Sale priceRs.199,999.00 PKR",https://saamaan.pk/products/playstation-vr2-ps-vr2-headset-edition
Ronin R-04 Smart Watch,"Sale priceRs.9,599.00 PKR",https://saamaan.pk/products/ronin-r-04-smart-watch
Baseus PowerCombo 65W Digital PowerStrip 3AC+1U+1C+Retractable-C with 1.5m power cord,N/A,https://saamaan.pk/products/baseus-powercombo-digital-powerstrip-3ac-1u-1c-retractable-c-65w-with-1-5m-power-cord-cn-black
YOUKSH Apple iPhone 14 Pro Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-apple-iphone-14-pro-max-anti-static-glass-protector-with-youksh-installation-kit
Baseus Cafule Series Metal Data Cable USB to iPhone 2.4A,N/A,https://saamaan.pk/products/baseus-cafule-series-metal-data-cable-usb-to-ip-2-4a-1m-whit
Baseus Desktop Biaxial Foldable Metal Tablet Stand Rotatable Version,"Sale priceRs.7,999.00 PKR",https://saamaan.pk/products/baseus-desktop-biaxial-foldable-metal-stand-rotating-for-tablets
Baseus Fish eye Spring Data Cable USB For iP 2A 1m,"Sale priceRs.1,999.00 PKR",https://saamaan.pk/products/baseus-fish-eye-spring-data-cable-usb-for-ip-2a-1m
Baseus GaN5 Pro 140W 2Type-C+1USB Port Fast Charger (With Superior Series Cable C to C 240W 1M),N/A,https://saamaan.pk/products/baseus-gan5-pro-fast-charger-2c-u-140w-cn-black
KOSPET TANK M2 Smartwatch,"Sale priceRs.16,500.00 PKR",https://saamaan.pk/products/kospet-tank-m2
Havit Mousepad MP901 RGB,"Sale priceRs.2,499.00 PKR",https://saamaan.pk/products/havit-mousepad-mp901-rgb
Havit Microphone H208d 6 Months Warranty,"Sale priceRs.1,750.00 PKR",https://saamaan.pk/products/havit-microphone-h208d
Havit Gaming Mouse MS1020 6 Months Warranty,"Sale priceRs.2,650.00 PKR",https://saamaan.pk/products/havit-gaming-mouse-ms1020
iPhone 13 NanoPop Dual tone Liquid Silicone Case,N/A,https://saamaan.pk/products/iphone-13-nanopop-dual-tone-liquid-silicone-case-black
K100 Wired Mechanical RGB Keyboard,"Sale priceRs.3,999.00 PKR",https://saamaan.pk/products/k100-wired-mechanical-rgb-keyboard
1MORE Omthing AirFree Plus TWS Headphones,N/A,https://saamaan.pk/products/1more-omthing-airfree-plus-tws-headphones
Baseus AirNora 2 TWS Bluetooth Earbuds,"Sale priceRs.19,499.00 PKR",https://saamaan.pk/products/baseus-airnora-2-tws-bluetooth-earbuds
Baseus GaN2 Pro 100W Quick Charger 2C+2U CN,N/A,https://saamaan.pk/products/baseus-gan2-pro-quick-charger-2c-2u-100w-cn
YOUKSH Apple iPhone 14 Plus Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-apple-iphone-14-pro-anti-static-glass-protector-with-youksh-installation-kit
YOUKSH Apple iPhone 11 Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/copy-of-youksh-apple-iphone-13-pro-max-anti-static-glass-protector-with-youksh-installation-kit
Havit RGB Speakers SK211 6 Months Warranty,"Sale priceRs.1,849.00 PKR",https://saamaan.pk/products/havit-rgb-speakers-sk211
Aspor A851 Gan Charger 65W QC3.0 Wall Charger Multi Port USB Adapter,"Sale priceRs.3,299.00 PKR",https://saamaan.pk/products/aspor-a851-gan-charger-65w-qc3-0-wall-charger-multi-port-usb-adapter
Kisonli Q28 10W Bluetooth Super Bass RGB Speaker,"Sale priceRs.3,399.00 PKR",https://saamaan.pk/products/kisonli-q28-10w-bluetooth-super-bass-rgb-speaker
Kisonli I-580 Plus Home Theater Usb Soundbar Speaker System,"Sale priceRs.2,499.00 PKR",https://saamaan.pk/products/kisonli-i-580-plus-home-theater-usb-soundbar-speaker-system-with-headset-and-microphone-jack
Kisonli Rgb Speaker Alarm Clock Bluetooth 5.0 Tf-Card For Mobile LP-2s,"Sale priceRs.2,799.00 PKR",https://saamaan.pk/products/kisonli-rgb-speaker-alarm-clock-bluetooth-5-0-tf-card-for-mobile-lp-2s
Nia S3000 Over Ear Music Headset Wireless Headphones,"Sale priceRs.3,099.00 PKR",https://saamaan.pk/products/nia-s3000-over-ear-music-headset-wireless-bluetooth-headphones
i10 Mini Wireless + Bluetooth Air Mouse With Touchpad 7 Color Backlit Light 2.4Ghz,"Sale priceRs.1,599.00 PKR",https://saamaan.pk/products/i10-mini-wireless-bluetooth-7-color-backlit-light-2-4ghz-air-mouse-with-touchpad
Wechip W1 2.4Ghz Wireless Air Mouse,"Sale priceRs.3,499.00 PKR",https://saamaan.pk/products/wechip-w1-2-4ghz-wireless-air-mouse
Remax 110W Fast Charging 20000mAh PowerBank For Mobile Phone & Laptops With 100W Type C Cable,"Sale priceRs.15,999.00 PKR",https://saamaan.pk/products/remax-110w-fast-charging-20000mah-powerbank-for-mobile-phone-laptops-with-100w-type-c-cable
Watch 9 Max Series 9 Smartwatch (2.19 Inch IPS) 22MM Strap with Laxasfit App,"Sale priceRs.2,499.00 PKR",https://saamaan.pk/products/watch-9-max-series-9-smartwatch-2-19-inch-ips-22mm-strap-with-laxasfit-app
Speed-X 2.0v Hdmi Premium Cable Ultra Hd 4k,N/A,https://saamaan.pk/products/speed-x-2-0v-hdmi-premium-cable-ultra-hd-4k-3m
Baseus Flite Series 4-Port HUB (Type-C to USB3.0*3+RJ45*1）,N/A,https://saamaan.pk/products/baseus-flite-series-4-port-hub-space-grey-type-c-to-usb3-0-3-rj45-1
"Xtrike-Me RGB Wired Gaming Mouse with 8 Programmable Buttons & 12,800 Dpi GM-520","Sale priceRs.3,199.00 PKR",https://saamaan.pk/products/xtrike-me-rgb-wired-gaming-mouse-with-8-programmable-buttons-12-800-dpi-gm-520
Joyroom 3A Nylon Type-A to Type-C Cable,N/A,https://saamaan.pk/products/joyroom-3a-nylon-type-a-to-type-c-cable
TW11 Military Smart Watch With Dual straps,N/A,https://saamaan.pk/products/eearless-soldier-blade
Baseus thunderbolt C+Pro Seven-in-one smart HUB docking station,N/A,https://saamaan.pk/products/baseus-thunderbolt-c-pro-seven-in-one-smart-hub-docking-station
Baseus High Definition Series HDMI 8K to 8K 5Meter Cable,N/A,https://saamaan.pk/products/baseus-high-definition-series-hdmi-8k-5-meter-cable
YOUKSH Apple iPhone 13 Pro Max Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-privacy-anti-dust-glass-protector-with-youksh-installation-kit
YOUKSH Apple iPhone 15 Anti Static Clear Glass Protector With YOUKSH Installation Kit,"Sale priceFrom Rs.1,199.00 PKR",https://saamaan.pk/products/youksh-apple-iphone-15-anti-static-clear-glass-protector-with-youksh-installation-kit
YOUKSH Apple iPhone 14 Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-apple-iphone-14-plus-anti-static-glass-protector-with-youksh-installation-kit
YOUKSH Apple iPhone 13 |13 Pro Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-apple-iphone-13-pro-max-anti-static-glass-protector-with-youksh-installation-kit
YOUKSH Apple iPhone 12/12 Pro Anti Static Glass Protector With YOUKSH Installation Kit,N/A,https://saamaan.pk/products/youksh-apple-iphone-12-mini-anti-static-glass-protector-with-youksh-installation-kit
Baseus Slim Laptop Kickstand 2pcs,"Sale priceRs.3,499.00 PKR",https://saamaan.pk/products/baseus-slim-laptop-kickstand-2pcs-grey
Baseus Invisible phone ring holder,N/A,https://saamaan.pk/products/baseus-invisible-phone-ring-holder
Baseus IGBT Power Inverter 300W (220V CN/EU),N/A,https://saamaan.pk/products/baseus-igbt-power-inverter-300w-220v-cn-eu-black
Baseus Halo Series Foldable Metal Ring Stand,N/A,https://saamaan.pk/products/baseus-halo-series-foldable-metal-ring-stand-grey
Baseus Door open warning light,N/A,https://saamaan.pk/products/baseus-door-open-warning-light-2pcs
Baseus Super Energy Pro+ Power bank Jump Starter 1200A,"Sale priceRs.24,999.00 PKR",https://saamaan.pk/products/baseus-super-energy-pro-1200a-car-jump-starter
Baseus Mate Docking Type-C Mobile Phone Intelligent HUB Docking Station Pro,"Sale priceRs.9,999.00 PKR",https://saamaan.pk/products/baseus-mate-docking-type-c-mobile-phone-intelligent-hub-docking-station-pro-black
Baseus Lite Series Type-C to RJ45 LAN Port Ethernet Adapter (1000Mbps),N/A,https://saamaan.pk/products/baseus-lite-series-ethernet-adapter-type-c-to-rj45-lan-port-1000mbps-black
Baseus Elitejoy Series 11 in 1 Multi-functional Type-C intelligent HD HUB,N/A,https://saamaan.pk/products/baseus-enjoyment-series-multi-functional-type-c-intelligent-hd-hub
Baseus Magic Multifunctional Type-C HUB 6 Ports with a Retractable Clip Standard Edition,N/A,https://saamaan.pk/products/baseus-magic-multifunctional-type-c-hub-with-a-retractable-clip-standard-edition
Baseus Metal Gleam Series 9-in-1 Multifunctional Type-C HUB (Type-C to HDMI*1+USB3.0*3+PD*1+RJ45*1+SD/TF*1+VGA*1),N/A,https://saamaan.pk/products/baseus-metal-gleam-series-9-in-1-multifunctional-type-c-hub-docking-station
Baseus Smooth Writing Series Stylus for Microsoft Surfac,"Sale priceRs.10,999.00 PKR",https://saamaan.pk/products/baseus-smooth-writing-series-stylus-for-microsoft-surfac
Xbox Series x DualShock  Wireless,N/A,https://saamaan.pk/products/xbox-series-x-dualshock-wireless
Havit Gaming Microphone GK56B 6 Months Warranty,"Sale priceRs.4,200.00 PKR",https://saamaan.pk/products/havit-gaming-microphone-gk56-6-months-warranty
Havit RGB Mousepad MP909,"Sale priceRs.3,300.00 PKR",https://saamaan.pk/products/havit-rgb-mousepad-mp909
Havit Gaming Headset H2028U 6 Months Warranty,"Sale priceRs.7,600.00 PKR",https://saamaan.pk/products/havit-h2028u-gaming-headset
Baseus Cafule 4K HDMI Male To 4K HDMI Male Adapter Cable,N/A,https://saamaan.pk/products/baseus-cafule-4k-hdmi-male-to-4k-hdmi-male-adapter-cable
