Title,Condition,Buy Price,Author,Publisher,ISBN
To Kill a Mockingbird,Good,16.29,Harper Lee,Harper,0062420704
Fahrenheit 451,Good,7.39,Ray Bradbury,Simon & Schuster,1451673310
Animal Farm: A Fairy Story,Good,6.59,George Orwell,Signet Book,0451526341
The Hobbit,Good,6.89,J.R.R. Tolkien,William Morrow & Company,0395873460
The Great Gatsby,Good,6.69,F. Scott Fitzgerald,Pocket Books,1982146702
Pride and Prejudice,Very Good,29.09,Jane Austen,Chronicle Books,1452184577
"The Lion, the Witch and the Wardrobe",Good,4.19,C.S. Lewis,HarperCollins,0064404994
Lord of the Flies,Good,6.09,William Golding,Penguin Books,0140283331
Brave New World,Good,7.49,Aldous Huxley,Harper Perennial,0060850523
Wuthering Heights,Good,4.99,Emily Brontë,Penguin Classics,0141439556
Dune,Good,8.89,Frank Herbert,Ace Books,0593640349
The Outsiders,Good,5.69,S.E. Hinton,Penguin Young Readers Group,014240733X
Crime and Punishment,Very Good,7.49,Fyodor Dostoevsky,Wordsworth Editions,1840224304
The Catcher in the Rye,Good,6.59,J.D. Salinger,Back Bay Books,0316769177
Little Women,Good,6.59,Louisa May Alcott,Penguin Classics,0140390693
The Cat in the Hat,Good,4.19,Dr. Seuss,Random House Books for Young Readers,039480001X
East of Eden,Acceptable,7.19,John Steinbeck,Penguin Books,0142004235
The Little Prince,Good,4.69,Antoine de Saint-Exupéry,Clarion Books,0156012197
The Old Man and the Sea,Very Good,9.09,Ernest Hemingway,Scribner Book Company,0684830493
One Hundred Years of Solitude,Good,5.49,Gabriel García Márquez,Harper Perennial,0060883286
Hop on Pop,Good,4.19,Dr. Seuss,Random House Books for Young Readers,0553496794
"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death",Good,17.39,Kurt Vonnegut Jr.,Modern Library,0385312083
The Secret Garden,Good,4.39,Frances Hodgson Burnett,HarperCollins,006440188X
The Polar Express,Good,4.69,Chris Van Allsburg,Clarion Books,0544580141
"Frankenstein or, The Modern Prometheus",Good,7.39,Mary Wollstonecraft Shelley,Penguin Classics,0143131842
The Grapes of Wrath,Good,6.59,John Steinbeck,Penguin Classics,0143039431
"Oh, The Places You'll Go!",Good,4.69,Dr. Seuss,Random House Books for Young Readers,0679805273
Of Mice and Men,Good,4.79,John Steinbeck,Penguin Classics,0140186425
The Screwtape Letters,Very Good,19.79,C.S. Lewis,HarperOne,0062023179
A Wrinkle in Time,Good,4.89,Madeleine L'Engle,Square Fish,1250004675
L'Étranger,Good,15.29,Albert Camus,Everyman's Library,0679420266
The Lord of the Rings: The Fellowship of the Ring,Good,7.39,J.R.R. Tolkien,William Morrow & Company,0547928211
Goodnight Moon,Acceptable,3.99,Margaret Wise Brown,HarperFestival,0062367919
The Bell Jar,Good,16.79,Sylvia Plath,Harper,0060174900
Dracula,Good,4.99,Bram Stoker,Dover Publications,0486411095
"A Visit from Saint Nicholas, Twas the Night Before Christmas",Good,4.19,Clement Clarke Moore,Golden Books,0375863591
A Tree Grows in Brooklyn,Good,10.49,Betty Smith,Harper,0060001941
Catch-22,Good,6.39,Joseph Heller,Simon & Schuster,1451626657
The Phantom Tollbooth,Acceptable,13.59,Norton Juster,Turtleback Books,088103696X
Anna Karenina,Good,6.99,Leo Tolstoy,Penguin Classics,0143035002
Jane Eyre: An Autobiography,Good,6.29,Charlotte Brontë,Penguin Classics,0141441143
Moby-Dick,Acceptable,10.79,Herman Melville,Penguin Classics,0143105957
The Lorax,Good,7.49,Dr. Seuss,Random House Books for Young Readers,0394823370
Rebecca,Very Good,13.89,Daphne du Maurier,Everyman's Library,1101907878
The Chronicles of Narnia,Good,24.19,C.S. Lewis,HarperCollins,0061992887
Little House in the Big Woods,Good,4.19,Laura Ingalls Wilder,HarperCollins,0060581808
Adventures of Huckleberry Finn,Like New,11.89,Mark Twain,Reader's Library Classics,195483943X
The Silmarillion,Like New,45.59,J.R.R. Tolkien,William Morrow & Company,0063280779
Charlie and the Chocolate Factory,Acceptable,5.79,Roald Dahl,Viking Books for Young Readers,0593349660
Anne of Green Gables,Good,5.59,L.M. Montgomery,Puffin Books,0147514002
Lolita,Good,7.09,Vladimir Nabokov,Vintage,0679727299
The Brothers Karamazov,Good,12.29,Fyodor Dostoevsky,Penguin Classics,0140449248
The Sun Also Rises,Acceptable,7.49,Ernest Hemingway,Scribner Book Company,1501121960
One Flew Over the Cuckoo's Nest,Good,6.59,Ken Kesey,Penguin Classics,0143105027
The Wind in the Willows,Very Good,13.29,Kenneth Grahame,Union Square Kids,1402782837
"The Pilgrim's Progress from This World, to That Which Is to Come",Good,8.69,John Bunyan,Brown Chair Books,194848112X
Winnie-the-Pooh,Very Good,10.09,A.A. Milne,Dutton Books for Young Readers,0525467262
War & Peace,Good,8.09,Leo Tolstoy,Vintage,1400079985
Atlas Shrugged,Very Good,5.09,Ayn Rand,Signet Book,0451191145
The Lord of the Rings: The Return of the King,Good,5.79,J.R.R. Tolkien,William Morrow & Company,054792819X
The Lord of the Rings: The Two Towers,Acceptable,6.09,J.R.R. Tolkien,William Morrow & Company,0547928203
Flowers for Algernon,Good,17.69,Daniel Keyes,Mariner Books Classics,0151001634
Emma,Good,6.09,Jane Austen,Penguin Classics,0141439580
The Princess Bride,Acceptable,6.69,William Goldman,Harper Perennial,0156035154
Gone With the Wind,Good,11.39,Margaret Mitchell,Scribner Book Company,1451635621
Dune Messiah,New,9.99,Frank Herbert,Ace Books,0593098234
A Tale of Two Cities,Good,7.69,Charles Dickens,Union Square & Co.,1435171489
A Clockwork Orange,Acceptable,10.79,Anthony Burgess,W. W. Norton & Company,0393341763
A Christmas Carol,Good,8.29,Charles Dickens,Peter Pauper Press Inc.,1441339701
The Magician’s Nephew,Very Good,4.99,C.S. Lewis,HarperCollins,0064471101
Kinder- und Hausmärchen,Good,10.39,Jacob Grimm,Canterbury Classics,1607103133
The Metamorphosis,Acceptable,11.69,Franz Kafka,W. W. Norton & Company,0393923207
A Farewell to Arms,Good,6.49,Ernest Hemingway,Scribner Book Company,1476764522
For Whom the Bell Tolls,Good,7.29,Ernest Hemingway,Scribner Book Company,0684803356
Little House on the Prairie,Very Good,9.09,Laura Ingalls Wilder,HarperCollins,0061958271
Uncle Tom's Cabin,Good,5.19,Harriet Beecher Stowe,Dover Publications,0486440281
Don Quixote,Acceptable,8.19,Miguel de Cervantes Saavedra,Penguin Classics,0142437239
Where the Red Fern Grows,Good,7.49,Wilson Rawls,Delacorte Press,0399551239
Great Expectations,Good,4.29,Charles Dickens,Dover Publications,0486415864
All Quiet on the Western Front,Good,5.59,Erich Maria Remarque,Random House Trade,0449911497
Invisible Man,Good,4.89,Ralph Ellison,Vintage,0679732764
The Adventures of Tom Sawyer,Good,5.09,Mark Twain,Penguin Classics,014310733X
The Lord of the Rings Trilogy,Acceptable,40.09,J.R.R. Tolkien,William Morrow & Company,0358653037
Sense and Sensibility,Good,6.49,Jane Austen,Penguin Classics,0141439661
Siddhartha. Eine indische Dichtung,Good,4.39,Hermann Hesse,Penguin Classics,0142437182
Yertle the Turtle and Other Stories,Good,8.09,Dr. Seuss,Random House Books for Young Readers,0394800877
The Remains of the Day,Like New,21.59,Kazuo Ishiguro,Everyman's Library,0307961443
Love in the Time of Cholera,Very Good,9.69,Gabriel García Márquez,Everyman's Library,0375400699
The Scarlet Letter: A Romance,Good,4.89,Nathaniel Hawthorne,Penguin Classics,0143107666
Mrs. Frisby and the Rats of NIMH,Acceptable,6.39,Robert C. O'Brien,Atheneum Books for Young Readers,0689206518
The Hobbit and The Lord of the Rings,New,26.54,J.R.R. Tolkien,Del Rey Books,0345538374
Kindred,Good,6.69,Octavia E. Butler,Beacon Press,0807083690
A Confederacy of Dunces,Good,4.59,John Kennedy Toole,Grove Press,0802130208
A Room of One’s Own,Good,6.49,Virginia Woolf,Mariner Books,0156030411
Treasure Island,Good,4.69,Robert Louis Stevenson,Signet Book,1101990325
A Sand County Almanac,Acceptable,23.19,Aldo Leopold,Library of America,1598532065
As I Lay Dying,New,14.12,William Faulkner,Vintage,B000YL2QMA
The Trumpet of the Swan,Good,4.39,E.B. White,HarperCollins,006028935X
Fantastic Mr Fox,Good,4.69,Roald Dahl,Viking Books for Young Readers,0142410349
Children of Dune,Good,7.59,Frank Herbert,Ace Books,0593201744
Mike Mulligan and His Steam Shovel,Good,4.39,Virginia Lee Burton,Clarion Books,0395259398
Winnie-the-Pooh & The House at Pooh Corner,Good,6.99,A.A. Milne,Dutton Books for Young Readers,0525457232
The Trial,Very Good,7.09,Franz Kafka,Tribeca Books,1612931030
Alice’s Adventures in Wonderland,Good,8.79,Lewis Carroll,Puffin Books,0147515874
The Wonderful Wizard of Oz,Very Good,18.79,L. Frank Baum,Harper,0063055732
Strange Case of Dr Jekyll and Mr Hyde,Good,5.29,Robert Louis Stevenson,Reader's Library Classics,1954839375
Tuck Everlasting,Good,6.39,Natalie Babbitt,Square Fish,1250059291
Master and Margarita,Very Good,20.89,Mikhail Bulgakov,Everyman's Library,0679410465
My Father's Dragon,Good,10.69,Ruth Stiles Gannett,Dover Publications,0486837491
The Left Hand of Darkness,Very Good,18.29,Ursula K. Le Guin,Penguin Classics,0143111590
The Fire Next Time,Good,8.39,James Baldwin,Vintage,067974472X
The Once and Future King,Good,5.09,T.H. White,Ace Books,0441627404
The Jungle,Acceptable,5.69,Upton Sinclair,Createspace Independent Publishing Platform,1514651009
The Complete Tales and Poems of Edgar Allan Poe,Good,6.49,Edgar Allan Poe,Doubleday Books,0385074077
The Cricket in Times Square,Good,4.89,George Selden,Square Fish,0374390401
Foundation,Good,9.39,Isaac Asimov,Del Rey Books,0553382578
Ulysses,Very Good,20.99,James Joyce,University of California Press,0520253973
The Pearl,Good,4.39,John Steinbeck,Penguin Books,0142000698
Jesus as a Boy: Children in the Bible,Good,7.19,,HarperOne,0060652950
The Plague,Very Good,13.29,Albert Camus,Vintage,0593082095
The Long Winter,Good,5.79,Laura Ingalls Wilder,HarperCollins,B003KL9XG8
A Moveable Feast,Good,6.89,Ernest Hemingway,Scribner Book Company,143918271X
Alice's Adventures in Wonderland and Through the Looking Glass,Good,7.49,Lewis Carroll,Little Simon,0689847432
The Voyage of the Dawn Treader,Very Good,4.89,C.S. Lewis,HarperCollins,0064405028
The Fountainhead,Good,5.39,Ayn Rand,New American Library,0452273331
The Complete C.S. Lewis Signature Classics,New,28.15,C.S. Lewis,HarperOne,0062572547
Les Misérables,Good,6.59,Victor Hugo,Signet Book,045141943X
A Little Princess,Good,4.89,Frances Hodgson Burnett,Fingerprint! Publishing,9388369084
Breakfast of Champions,Good,7.59,Kurt Vonnegut Jr.,Dial Press,0385334206
Tales of Caunterbury,Good,4.19,Geoffrey Chaucer,Puffin Books,0140380531
Giovanni’s Room,Acceptable,8.59,James Baldwin,Vintage,0345806565
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Good,10.79,Evelyn Waugh,Back Bay Books,0316242101
Stranger in a Strange Land,Good,8.89,Robert A. Heinlein,Ace Books,198480278X
Go Tell It on the Mountain,New,13.55,James Baldwin,Vintage,0375701877
On the Banks of Plum Creek,Good,4.79,Laura Ingalls Wilder,HarperCollins,0060581832
The Call of the Wild,Good,5.79,Jack London,Reader's Library Classics,1954839146
The Sound and the Fury,Good,7.39,William Faulkner,Modern Library,0679600175
The Complete Poems of Emily Dickinson,Like New,10.19,Emily Dickinson,Digireads.com,1420953761
Franny and Zooey,Good,4.99,J.D. Salinger,Little Brown and Company,0316769495
The Tale of Peter Rabbit,Acceptable,3.79,Beatrix Potter,Warne Frederick & Company,0723244324
The Martian Chronicles,Good,7.69,Ray Bradbury,Simon & Schuster,1451678193
"Cry, The Beloved Country",Good,4.49,Alan Paton,Scribner Book Company,0743262174
Caddie Woodlawn,Good,4.89,Carol Ryrie Brink,Aladdin Paperbacks,1416940286
The Good Earth,Good,6.89,Pearl S. Buck,Washington Square Press,1982147172
The Age of Innocence,Good,4.69,Edith Wharton,Wordsworth Editions,1853262102
Black Beauty,Good,4.49,Anna Sewell,Sleeping Bear Press,1585362964
Little Town on the Prairie,Good,5.39,Laura Ingalls Wilder,HarperCollins,0060264500
David Copperfield,Good,8.79,Charles Dickens,Penguin Classics,0140439447
Death of a Salesman,Good,4.19,Arthur Miller,Penguin Books,0140481346
Twenty Thousand Leagues under the Sea,Acceptable,7.39,Jules Verne,Penguin Classics,0141394935
Christy,Good,14.59,Catherine Marshall,Evergreen Farm,1683701321
The Time Machine,Good,5.69,H.G. Wells,Fingerprint! Publishing,8175992956
The Hunchback of Notre-Dame,Good,8.09,Victor Hugo,Penguin Classics,0140443533
The War of the Worlds,Good,6.79,H.G. Wells,Penguin Classics,0141441038
The Last of the Mohicans: A Narrative of 1757,Good,7.99,James Fenimore Cooper,Atheneum Books for Young Readers,1442481307
Emma / Lady Susan / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility,Good,6.79,Jane Austen,Penguin Classics,0143039504
Tess of the d'Urbervilles,Good,5.59,Thomas Hardy,Penguin Classics,0141439599
"Gulliver's Travels into Several Remote Nations of the World. In Four Parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of Several Ships",Good,5.49,Jonathan Swift,Penguin Group,0141439491
In the Night Kitchen,Good,5.09,Maurice Sendak,HarperCollins,0064434362
The House of the Seven Gables,Good,4.39,Nathaniel Hawthorne,Random House Publishing Group,0375756876
Kidnapped,Good,5.39,Robert Louis Stevenson,Penguin Group,0141441798
The Complete Works of Lewis Carroll,New,19.71,Lewis Carroll,Canterbury Classics,1607109336
Goodnight Moon,Acceptable,3.99,Margaret Wise Brown,HarperFestival,0062367919
Mrs. Frisby and the Rats of NIMH,Acceptable,6.39,Robert C. O'Brien,Atheneum Books for Young Readers,0689206518
The Trumpet of the Swan,Good,4.39,E.B. White,HarperCollins,006028935X
Mike Mulligan and His Steam Shovel,Good,4.39,Virginia Lee Burton,Clarion Books,0395259398
The Cricket in Times Square,Good,4.89,George Selden,Square Fish,0374390401
Foundation,Good,9.39,Isaac Asimov,Del Rey Books,0553382578
A Moveable Feast,Good,6.89,Ernest Hemingway,Scribner Book Company,143918271X
The Martian Chronicles,Good,7.69,Ray Bradbury,Simon & Schuster,1451678193
Caddie Woodlawn,Good,4.89,Carol Ryrie Brink,Aladdin Paperbacks,1416940286
Heidi,Very Good,9.79,Johanna Spyri,Puffin Books,0147514029
The Princess and the Goblin,Very Good,9.49,George MacDonald,Createspace Independent Publishing Platform,1495249247
My Ántonia,Good,4.49,Willa Cather,Mariner Books Classics,039575514X
Heart of Darkness,Good,8.09,Joseph Conrad,W. W. Norton & Company,0393264866
Six by Seuss: A Treasury of Dr. Seuss Classics,Good,6.49,Dr. Seuss,Random House Books for Young Readers,0679821481
The Legend of Sleepy Hollow,Good,5.59,Washington Irving,Penguin Publishing Group,0143107534
Norse Mythology,Good,5.29,Neil Gaiman,W. W. Norton & Company,039360909X
Le Fantôme de l'Opéra,Very Good,9.89,Gaston Leroux,Oxford University Press,0199694575
Galápagos,Acceptable,6.69,Kurt Vonnegut Jr.,Dial Press Trade Paperback,0385333870
The Crying of Lot 49,Very Good,7.89,Thomas Pynchon,Harper Perennial,0062334417
"I, Robot",New,15.12,Isaac Asimov,Del Rey Books,055338256X
The Complete Sherlock Holmes,New,41.25,Arthur Conan Doyle,Arcturus Editions,1784288594
2001: A Space Odyssey,Good,7.19,Arthur C. Clarke,Ace Books,0451457994
"Little Men, or Life at Plumfield with Jo's Boys",Good,5.69,Louisa May Alcott,Puffin Books,0141366087
The Yearling,Good,4.99,Marjorie Kinnan Rawlings,Aladdin Paperbacks,0689846231
Anthem,Good,4.39,Ayn Rand,Signet Book,0451191137
Journey to the Center of the Earth,Acceptable,8.29,Jules Verne,Penguin Classics,0141441976
The Power and the Glory,Good,8.29,Graham Greene,Penguin Classics,0143107550
The Woman in White,Good,6.59,Wilkie Collins,Penguin Group,0141439610
Steppenwolf,Good,6.79,Hermann Hesse,Holt Paperbacks,0312278675
King Arthur and His Knights of the Round Table,Good,10.59,Roger Lancelyn Green,Everyman's Library,0679423117
Delta of Venus,Good,9.69,Anaïs Nin,Mariner Books Classics,0156029030
Exodus,Good,8.39,Leon Uris,Bantam,B006U1NQRW
The Gift of the Magi,Good,4.69,O. Henry,Candlewick Press (MA),0763635308
La Chute,Good,8.19,Albert Camus,Vintage Books,0679720227
Ivanhoe,Good,4.39,Walter Scott,Wordsworth Editions,1853262021
Johnny Got His Gun,Good,5.39,Dalton Trumbo,Bantam,0553274325
The Queen's Gambit,Good,5.49,Walter Tevis,Vintage,1400030609
ألف ليلة وليلة,Good,10.79,Anonymous                     .,Canterbury Classics,1607103095
A Connecticut Yankee in King Arthur's Court,Very Good,17.59,Mark Twain,W. W. Norton & Company,0393284174
Adventures of Tom Sawyer / Adventures of Huckleberry Finn,Acceptable,6.69,Mark Twain,Signet Book,0451532147
The Cat in the Hat,Good,4.19,Dr. Seuss,Random House Books for Young Readers,039480001X
Hop on Pop,Good,4.19,Dr. Seuss,Random House Books for Young Readers,0553496794
Dune Messiah,New,9.99,Frank Herbert,Ace Books,0593098234
Yertle the Turtle and Other Stories,Good,8.09,Dr. Seuss,Random House Books for Young Readers,0394800877
The Hobbit and The Lord of the Rings,New,26.54,J.R.R. Tolkien,Del Rey Books,0345538374
Fantastic Mr Fox,Good,4.69,Roald Dahl,Viking Books for Young Readers,0142410349
Children of Dune,Good,7.59,Frank Herbert,Ace Books,0593201744
My Father's Dragon,Good,10.69,Ruth Stiles Gannett,Dover Publications,0486837491
The Left Hand of Darkness,Very Good,18.29,Ursula K. Le Guin,Penguin Classics,0143111590
The Long Winter,Good,5.79,Laura Ingalls Wilder,HarperCollins,B003KL9XG8
The Voyage of the Dawn Treader,Very Good,4.89,C.S. Lewis,HarperCollins,0064405028
The Complete C.S. Lewis Signature Classics,New,28.15,C.S. Lewis,HarperOne,0062572547
Giovanni’s Room,Acceptable,8.59,James Baldwin,Vintage,0345806565
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Good,10.79,Evelyn Waugh,Back Bay Books,0316242101
Go Tell It on the Mountain,New,13.55,James Baldwin,Vintage,0375701877
On the Banks of Plum Creek,Good,4.79,Laura Ingalls Wilder,HarperCollins,0060581832
"Cry, The Beloved Country",Good,4.49,Alan Paton,Scribner Book Company,0743262174
Little Town on the Prairie,Good,5.39,Laura Ingalls Wilder,HarperCollins,0060264500
The Witches,Very Good,4.69,Roald Dahl,Viking Books for Young Readers,014241011X
Northanger Abbey,Good,5.69,Jane Austen,Penguin Classics,0141439793
Cannery Row,Good,5.09,John Steinbeck,Penguin Classics,0140187375
Heretics of Dune,Acceptable,6.99,Frank Herbert,Ace Books,0593098269
That Hideous Strength,New,14.7,C.S. Lewis,Scribner Book Company,B0017OCIXA
Shōgun,New,19.8,James Clavell,Blackstone Publishing,B0CMYB29G8
Peter Pan,Good,7.39,J.M. Barrie,Union Square Kids,1454948019
The Complete Tales and Poems of Edgar Allan Poe,Good,5.59,Edgar Allan Poe,Chartwell Castle Books,0785814531
And to Think That I Saw It on Mulberry Street,Good,19.69,Dr. Seuss,Random House Books for Young Readers,0394844947
Naked Lunch,Good,11.79,William S. Burroughs,Grove Press,0802122078
Dandelion Wine,Good,5.49,Ray Bradbury,Bantam Books,0553277537
Chapterhouse: Dune,Good,7.79,Frank Herbert,Ace Books,0593098277
A Canticle for Leibowitz,New,9.99,Walter M. Miller Jr.,Spectra Books,B001UC3HNE
Animal Farm & 1984,New,21.71,George Orwell,Mariner Books Classics,B0091LHSB8
White Noise,Like New,11.39,Don DeLillo,Penguin Classics,0143129554
These Happy Golden Years,Good,5.19,Laura Ingalls Wilder,HarperCollins,0060581875
Best Word Book Ever!,Good,5.39,Richard Scarry,Golden Books,0307155102
The Poky Little Puppy,Very Good,4.69,Janette Sebring Lowrey,Random House Books for Young Readers,0385390912
The Awakening,Good,8.89,Kate Chopin,W. W. Norton & Company,0393617319
Now We Are Six,Good,4.29,A.A. Milne,Puffin Books,0140361243
The Little Friend,Good,4.89,Donna Tartt,Vintage,1400031699
Nine Stories,Good,4.89,J.D. Salinger,Little Brown and Company,0316769509
The Chosen,Acceptable,6.39,Chaim Potok,Simon & Schuster,1501142461
We (Мы),Acceptable,9.49,Yevgeny Zamyatin,Penguin Classics,0140185852
Brave New World / Brave New World Revisited,Good,7.29,Aldous Huxley,Harper Perennial,0060776099
Death Comes for the Archbishop,Good,8.79,Willa Cather,Digireads.com,1420981129
Dubliners,Good,5.49,James Joyce,Penguin Classics,0140186476
Valley of the Dolls,Good,11.29,Jacqueline Susann,Grove Press,0802125344
The Winter of Our Discontent,Good,6.89,John Steinbeck,Penguin Classics,0143039482
"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",New,15.74,Edward Abbey,Harper Perennial,0061129763
All the King's Men,Good,6.09,Robert Penn Warren,Mariner Books Classics,0156012952
"Gulliver's Travels into Several Remote Nations of the World. In Four Parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of Several Ships",Good,5.49,Jonathan Swift,Penguin Group,0141439491
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",New,15.38,J.R.R. Tolkien,William Morrow & Company,0358652979
Angle of Repose,Good,5.49,Wallace Stegner,Vintage,1101872764
The Gift of the Magi,Good,4.69,O. Henry,Candlewick Press (MA),0763635308
The Hound of the Baskervilles,Good,4.19,Arthur Conan Doyle,Wordsworth Editions,1840224002
Unfinished Tales of Númenor and Middle-earth,New,14.97,J.R.R. Tolkien,William Morrow & Company,0544337999
"Alas, Babylon",Good,4.99,Pat Frank,Harper Perennial,0060741872
The Railway Children,Good,11.49,E. Nesbit,Wordsworth Editions,1840227850
In the Night Kitchen,Good,5.09,Maurice Sendak,HarperCollins,0064434362
O Pioneers!,Good,8.99,Willa Cather,W. W. Norton & Company,0393924661
I Capture the Castle,Very Good,10.79,Dodie Smith,Wednesday Books,1250146690
The Red Badge of Courage,Good,4.29,Stephen Crane,Createspace Independent Publishing Platform,1508482764
Dune Saga 3-Book Boxed Set,New,23.56,Frank Herbert,Ace Books,0593201892
La Chute,Good,8.19,Albert Camus,Vintage Books,0679720227
The Moonstone,Good,6.49,Wilkie Collins,Penguin Classics,0140434089
"Look Homeward, Angel: A Story of the Buried Life",Acceptable,7.79,Thomas Wolfe,Scribner Book Company,0743297318
The House of the Seven Gables,Good,4.39,Nathaniel Hawthorne,Random House Publishing Group,0375756876
Fairy and Folk Tales of the Irish Peasantry,Very Good,18.29,W.B. Yeats,Arcturus Editions,1784289124
"The Possessed (or The Devils, or The Demons)",Like New,8.59,Fyodor Dostoevsky,Wordsworth Editions,1840220996
A Girl of the Limberlost,Good,7.59,Gene Stratton-Porter,Dover Publications,0486457508
King of the Wind: The Story of the Godolphin Arabian,Good,4.39,Marguerite Henry,Aladdin Paperbacks,1416927867
The Beautiful and Damned,Like New,14.99,F. Scott Fitzgerald,Union Square & Co.,1454957514
The Magic Mountain,Good,9.39,Thomas Mann,Vintage,0679772871
"Candide, ou l'Optimisme",Acceptable,3.79,Voltaire,Random House Publishing Group,0553211668
The Foundation Trilogy,New,35.2,Isaac Asimov,Del Rey Books,0593499573
Ivanhoe,Good,4.39,Walter Scott,Wordsworth Editions,1853262021
Pedro Páramo,Very Good,9.19,Juan Rulfo,Rm,8493442607
The Merry Adventures of Robin Hood of Great Renown in Nottinghamshire,Acceptable,7.09,Howard Pyle,Createspace Independent Publishing Platform,1507825722
Johnny Got His Gun,Good,5.39,Dalton Trumbo,Bantam,0553274325
Gravity's Rainbow,Good,14.09,Thomas Pynchon,Penguin Classics,0143039946
The Black Cauldron,Good,4.39,Lloyd Alexander,Square Fish,080508049X
The Queen's Gambit,Good,5.49,Walter Tevis,Vintage,1400030609
Player Piano,Good,12.79,Kurt Vonnegut Jr.,Dial Press,0385333781
The Story of Little Black Sambo,Good,5.79,Helen Bannerman,HarperCollins,0060080930
ألف ليلة وليلة,Good,10.79,Anonymous                     .,Canterbury Classics,1607103095
The Wheel on the School,Good,9.59,Meindert DeJong,HarperTrophy,0064400212
What We Talk About When We Talk About Love: Stories,Good,6.79,Raymond Carver,Knopf Doubleday Publishing Group,0679723056
The Twits,Very Good,4.99,Roald Dahl,Viking Books for Young Readers,014241039X
In our Time,Good,8.39,Ernest Hemingway,Cosimo Classics,164679561X
The Blue Fairy Book,Very Good,19.79,Andrew Lang,Createspace Independent Publishing Platform,1541187059
Five Children and It,Very Good,10.39,E. Nesbit,Read & Co. Children's,1528713362
A Connecticut Yankee in King Arthur's Court,Very Good,17.59,Mark Twain,W. W. Norton & Company,0393284174
Kidnapped,Good,5.39,Robert Louis Stevenson,Penguin Group,0141441798
Ballet Shoes,Good,4.39,Noel Streatfeild,Random House Children's Books,0679847596
House Made of Dawn,Good,5.69,N. Scott Momaday,Harper Perennial,0062909959
Adventures of Tom Sawyer / Adventures of Huckleberry Finn,Acceptable,6.69,Mark Twain,Signet Book,0451532147
The Story of Doctor Dolittle: Being the History of his Peculiar Life at Home and Astonishing Adventures in Foreign Parts,Good,7.49,Hugh Lofting,Tolwis,1944091181
The Complete Works of Lewis Carroll,New,19.71,Lewis Carroll,Canterbury Classics,1607109336
A Good Man is Hard to Find and Other Stories,Very Good,11.89,Lauren Groff,Mariner Books Classics,0358139562
The Invisible Man,Good,4.19,H.G. Wells,Signet Book,0451531671
The Portrait of a Lady,Good,4.19,Henry James,Wordsworth Editions,1853261777
The Prince and the Pauper,Good,5.29,Mark Twain,Signet Book,0451528352
Silas Marner: The Weaver of Raveloe,Good,5.89,George Eliot,Penguin Classics,0141439750
Fathers and Sons,Good,6.99,Ivan Turgenev,Penguin Classics,014144133X
The Virginian: A Horseman of the Plains,Acceptable,6.49,Owen Wister,Penguin Classics,0140390650
This Side of Paradise,Very Good,5.49,F. Scott Fitzgerald,Union Square & Co.,1435172329
The Divine Comedy: Purgatorio,Good,8.79,Dante Alighieri,Random House Publishing Group,0812971256
Ben-Hur: A Tale of the Christ,Acceptable,6.99,Lew Wallace,Wordsworth Editions,1853262838
The Big Four,Good,6.89,Agatha Christie,William Morrow & Company,0063083795
"I, Claudius",Good,4.59,Robert Graves,Vintage,067972477X
The Collector,Good,6.99,John Fowles,Back Bay Books,0316290238
Freckles,Good,8.09,Gene Stratton-Porter,Dover Publications,0486814300
The End of the Affair,Acceptable,7.89,Graham Greene,Penguin Classics,0142437980
Of Human Bondage,Good,6.49,W. Somerset Maugham,Random House Publishing Group,037575315X
The Moviegoer,Good,5.69,Walker Percy,"Farrar, Straus and Giroux",0374214522
Madeline in London,Good,5.59,Ludwig Bemelmans,Viking Books for Young Readers,0670446483
A Swiftly Tilting Planet,Very Good,4.79,Madeleine L'Engle,Square Fish,0312368569
Light in August,Good,4.59,William Faulkner,Vintage,0679732268
Frankenstein / Dracula / Dr. Jekyll And Mr. Hyde,Acceptable,7.39,Robert Louis Stevenson,Signet Book,B00BG7J8IQ
Tortilla Flat,Good,6.59,John Steinbeck,Penguin Classics,0140187405
Prelude to Foundation,Good,8.19,Isaac Asimov,Del Rey Books,0593159977
Labyrinths: Selected Stories & Other Writings,Good,9.99,Jorge Luis Borges,New Directions Publishing Corporation,0811216993
The Death of Ivan Ilych And Other Stories,Good,12.09,Leo Tolstoy,Knopf Doubleday Publishing Group,0307388867
Vanity Fair: A Novel without a Hero,Good,4.99,William Makepeace Thackeray,Wordsworth Editions,1853260193
Junky,New,14.26,William S. Burroughs,Grove Press,0802120423
An Old-Fashioned Girl,Good,7.09,Louisa May Alcott,Puffin Books,0140374493
Anne of Windy Poplars,Good,5.59,L.M. Montgomery,Sourcebooks Fire,1402289065
War and Remembrance,Good,5.89,Herman Wouk,Back Bay Books,0316954993
